"sample_id","sampling_id","sample_type","code","property","date","amphibian_spp","amphibian_svl","amphibian_weight","amphibian_sex","amphibian_age","amphibian_notes","pcr_ct","pcr_qty","pcr_ipc_ct","pcr_inhibited","infected","zsp_eq","vernal"
"cln_784","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","BUBO",75.1,40.5,"m","adult","whiny",0,0,30.6277,0,0,0,0
"cln_785","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","BUBO",88.9,63,"m","adult","male",38.8124,0.0150244,30.5876,0,1,1.202,0
"cln_786","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","BUBO",66,32,"m","adult","male?",0,0,30.685,0,0,0,0
"cln_787","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","RACA",125.3,215,NA,"adult","upon release ran in a circle and ran into Rachel's back, stole her seat pad",0,0,30.6497,0,0,0,0
"cln_788","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","RACA",118.4,130,NA,"adult","chill",0,0,30.2413,0,0,0,0
"cln_789","Jun_22","swab","WEST","Blue Oak Ranch Reserve","6/22/22","RACA",134.6,220,NA,"adult","",32.4462,0.976792,29.6776,0,1,78.143,0
"cln_790","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",15,0.25,NA,"juvenile","45",0,0,30.4851,0,0,0,0
"cln_791","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",16.2,0.5,NA,"juvenile","45",0,0,30.5677,0,0,0,0
"cln_792","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",16,0.5,NA,"juvenile","45",0,0,30.4515,0,0,0,0
"cln_793","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",15.9,0.25,NA,"juvenile","46",0,0,30.0644,0,0,0,0
"cln_794","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",16,-2.45,NA,"juvenile","46",0,0,30.4321,0,0,0,0
"cln_795","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",16.6,0.25,NA,"juvenile","45",0,0,30.7624,0,0,0,0
"cln_796","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",15.9,0.5,NA,"juvenile","46",0,0,34.7304,0,0,0,0
"cln_797","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",15.1,0.25,NA,"juvenile","44",0,0,34.6091,0,0,0,0
"cln_798","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",15.8,0.25,NA,"juvenile","46",0,0,33.894,0,0,0,0
"cln_799","Jun_22","swab","GDPND009","Garin Dry Creek Regional Park","6/23/22","PSRE",14.3,0.25,NA,"juvenile","46",0,0,33.6662,0,0,0,0
